what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1355220658199
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1355220658199
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1355220658209
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1355220658214
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1355220658231
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1355220658233
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1355220658245
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1355220658247
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1355220658259
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1355220658262
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1355220658273
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1355220658274
os,sysinfo,,,"linux",1355220658284
arch,sysinfo,,,"x86",1355220658284
ws,sysinfo,,,"gtk",1355220658284
locale,sysinfo,,,"ru_RU",1355220658284
processors,sysinfo,,,"2",1355220658284
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1355220658285
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1355220658285
java.specification.name,sysinfo,,,"Java Platform API Specification",1355220658285
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355220658285
java.specification.version,sysinfo,,,"1.6",1355220658285
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1355220658285
java.version,sysinfo,,,"1.6.0_24",1355220658285
java.vm.info,sysinfo,,,"mixed mode, sharing",1355220658285
java.vm.name,sysinfo,,,"OpenJDK Client VM",1355220658285
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1355220658285
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355220658285
java.vm.specification.version,sysinfo,,,"1.0",1355220658285
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1355220658285
java.vm.version,sysinfo,,,"20.0-b12",1355220658285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355220684979
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1355220687965
